OTU_ID	k	p	c	o	f	g	s
OTU_4387	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporaceae	g:Lewia	s:Alternaria_metachromatica
OTU_4383	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Diaporthales	f:Gnomoniaceae	g:Gnomoniopsis	s:Gnomoniopsis_clavulata
OTU_4389	d:Fungi						
OTU_4390	d:Fungi						
OTU_4391	d:Fungi	p:Ascomycota					
OTU_4381	d:Fungi	p:Ascomycota					
OTU_4386	d:Fungi						
OTU_4393	d:Fungi						
OTU_4395	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_4397	d:Fungi						
OTU_4396	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales			
OTU_4398	d:Fungi	p:Basidiomycota					
OTU_4384	d:Fungi	p:Ascomycota					
OTU_4394	d:Fungi						
OTU_4388	d:Fungi						
OTU_4400	d:Fungi						
OTU_4399	d:Fungi						
OTU_4401	d:Fungi						
OTU_4404	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_4402	d:Fungi						
OTU_4403	d:Fungi	p:Ascomycota	c:Sordariomycetes				
OTU_4406	d:Fungi	p:Ascomycota					
OTU_4407	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Steccherinaceae		
OTU_4408	d:Fungi						
OTU_4410	d:Fungi						
OTU_4405	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	f:Hyaloscyphaceae	g:Calycina	s:Calycina_herbarum
OTU_4392	d:Fungi	p:Glomeromycota	c:Glomeromycetes				
OTU_4412	d:Fungi						
OTU_4413	d:Fungi	p:Ascomycota					
OTU_4414	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Russulales	f:Auriscalpiaceae	g:Artomyces	s:Artomyces_pyxidatus
OTU_4417	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Phaeosphaeriaceae		
OTU_4409	d:Fungi						
OTU_4416	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariomycetidae_Incertae_sedis	f:Glomerellaceae	g:Glomerella	s:Colletotrichum_clavatum
OTU_4411	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Geastrales	f:Geastraceae	g:Geastrum	s:Geastrum_campestre
OTU_4419	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Meripilaceae		
OTU_4421	d:Fungi	p:Ascomycota					
OTU_4420	d:Fungi						
OTU_4423	d:Fungi	p:Ascomycota	c:Lecanoromycetes	o:Lecanorales			
OTU_4424	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Polyporaceae	g:Perenniporia	s:Perenniporia_narymica
OTU_4415	d:Fungi						
OTU_4426	d:Fungi						
OTU_4418	d:Fungi	p:Ascomycota					
OTU_4427	d:Fungi						
OTU_4429	d:Fungi	p:Basidiomycota					
OTU_4422	d:Fungi	p:Basidiomycota					
OTU_4430	d:Fungi						
OTU_4425	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	f:Hyaloscyphaceae	g:Lachnum	
OTU_4433	d:Fungi						
OTU_4432	d:Fungi						
OTU_4431	d:Fungi						
OTU_4428	d:Fungi	p:Ascomycota	c:Archaeorhizomycetes	o:Archaeorhizomycetales	f:Archaeorhizomycetaceae	g:Archaeorhizomyces	s:Archaeorhizomyces_finlayi
OTU_4436	d:Fungi						
OTU_4439	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_4437	d:Fungi						
OTU_4441	d:Fungi						
OTU_4443	d:Fungi						
OTU_4440	d:Fungi						
OTU_4438	d:Fungi						
OTU_4444	d:Fungi	p:Ascomycota					
OTU_4445	d:Fungi						
OTU_4442	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	f:Helotiaceae		
OTU_4435	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae	g:Glomus	s:Glomus_indicum
OTU_4451	d:Fungi						
OTU_4448	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_4434	d:Fungi	p:Ascomycota					
OTU_4446	d:Fungi	p:Ascomycota					
OTU_4447	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	f:Hyaloscyphaceae	g:Lachnum	
OTU_4454	d:Fungi	p:Ascomycota					
OTU_4450	d:Fungi	p:Ascomycota					
OTU_4449	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_4455	d:Fungi						
OTU_4452	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Xylariales	f:Xylariales_Incertae_sedis	g:Phomatospora	s:Dinemasporium_strigosum
OTU_4456	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Hypocreaceae		
OTU_4460	d:Fungi						
OTU_4453	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Xylariales	f:Xylariales_Incertae_sedis	g:Phomatospora	s:Dinemasporium_strigosum
OTU_4459	d:Fungi						
OTU_4462	d:Fungi						
OTU_4457	d:Fungi	p:Ascomycota					
OTU_4465	d:Fungi						
OTU_4464	d:Fungi	p:Basidiomycota					
OTU_4461	d:Fungi						
OTU_4467	d:Fungi	p:Basidiomycota					
OTU_4466	d:Fungi	p:Ascomycota					
OTU_4470	d:Fungi	p:Zygomycota	c:Mucoromycotina_Incertae_sedis	o:Mucorales	f:Mucoraceae	g:Mucor	s:Mucor_circinelloides_f_lusitanicus
OTU_4463	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Hypocreales_Incertae_sedis	g:Myrothecium	s:Myrothecium_roridum
OTU_4471	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporaceae	g:Lewia	s:Alternaria_metachromatica
OTU_4474	d:Fungi						
OTU_4458	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales			
OTU_4469	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Hypocreales_Incertae_sedis	g:Sarocladium	
OTU_4468	d:Fungi	p:Ascomycota	c:Sordariomycetes				
OTU_4476	d:Fungi						
OTU_4472	d:Fungi	p:Ascomycota					
OTU_4477	d:Fungi						
OTU_4473	d:Fungi	p:Ascomycota					
OTU_4475	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Trichocomaceae	g:Paecilomyces	s:Paecilomyces_marquandii
OTU_4479	d:Fungi						
OTU_4482	d:Fungi						
OTU_4481	d:Fungi						
OTU_4483	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Inocybaceae	g:Inocybe	s:Inocybe_sp_1_SGT_2012
OTU_4488	d:Fungi	p:Ascomycota					
OTU_4490	d:Fungi						
OTU_4484	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_4478	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	f:Mycosphaerellaceae		
OTU_4487	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Diaporthales	f:Gnomoniaceae	g:Pleuroceras	s:Pleuroceras_tenellum
OTU_4486	d:Fungi	p:Ascomycota					
OTU_4480	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_4485	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Ophiocordycipitaceae	g:Hirsutella	s:Hirsutella_vermicola
OTU_4489	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Onygenales	f:Onygenaceae	g:Chrysosporium	s:Chrysosporium_lobatum
OTU_4495	d:Fungi						
OTU_4492	d:Fungi	p:Ascomycota					
OTU_4493	d:Fungi						
OTU_4497	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Strophariaceae	g:Hypholoma	s:Hypholoma_sublateritium
OTU_4499	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Onygenales	f:Arthrodermataceae	g:Arthroderma	s:Arthroderma_uncinatum
OTU_4498	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales	f:Chaetothyriaceae	g:Cyphellophora	s:Cyphellophora_guyanensis
OTU_4503	d:Fungi						
OTU_4491	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Didymellaceae	g:Didymella	
OTU_4494	d:Fungi	p:Ascomycota					
OTU_4496	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	f:Helotiaceae		
OTU_4504	d:Fungi						
OTU_4500	d:Fungi	p:Ascomycota					
OTU_4505	d:Fungi	p:Ascomycota					
OTU_4507	d:Fungi						
OTU_4501	d:Fungi	p:Basidiomycota					
OTU_4508	d:Fungi						
OTU_4509	d:Fungi						
OTU_4506	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporales_Incertae_sedis	g:Phoma	
OTU_4511	d:Fungi						
OTU_4512	d:Fungi	p:Zygomycota	c:Mucoromycotina_Incertae_sedis	o:Mucorales	f:Cunninghamellaceae	g:Gongronella	s:Gongronella_butleri
OTU_4510	d:Fungi	p:Basidiomycota	c:Exobasidiomycetes	o:Entylomatales	f:Entylomataceae	g:Entyloma	
OTU_4514	d:Fungi						
OTU_4502	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Trichocomaceae		
OTU_4518	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporaceae	g:Lewia	s:Alternaria_sp_BMP_2012
OTU_4521	d:Fungi						
OTU_4520	d:Fungi	p:Basidiomycota					
OTU_4523	d:Fungi						
OTU_4513	d:Fungi	p:Zygomycota	c:Mucoromycotina_Incertae_sedis	o:Mortierellales	f:Mortierellaceae	g:Mortierella	
OTU_4517	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_4522	d:Fungi						
OTU_4524	d:Fungi						
OTU_4519	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales			
OTU_4516	d:Fungi	p:Ascomycota					
OTU_4527	d:Fungi						
OTU_4525	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Phaeosphaeriaceae	g:Phaeosphaeria	
OTU_4530	d:Fungi						
OTU_4528	d:Fungi	p:Ascomycota					
OTU_4529	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_4531	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Xylariales			
OTU_4532	d:Fungi	p:Ascomycota					
OTU_4533	d:Fungi						
OTU_4534	d:Fungi						
OTU_4515	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae	g:Glomus	s:Glomus_indicum
OTU_4526	d:Fungi						
OTU_4535	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Didymellaceae	g:Didymella	s:Phoma_bellidis
OTU_4539	d:Fungi						
OTU_4536	d:Fungi						
OTU_4538	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales			
OTU_4540	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariomycetidae_Incertae_sedis	f:Apiosporaceae	g:Arthrinium	
OTU_4537	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_4541	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales			
OTU_4543	d:Fungi	p:Zygomycota	c:Mucoromycotina_Incertae_sedis	o:Mortierellales	f:Mortierellaceae	g:Mortierella	s:Mortierella_globulifera
OTU_4547	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_4544	d:Fungi						
OTU_4542	d:Fungi						
OTU_4550	d:Fungi						
OTU_4551	d:Fungi						
OTU_4546	d:Fungi	p:Ascomycota					
OTU_4549	d:Fungi						
OTU_4552	d:Fungi						
OTU_4554	d:Fungi						
OTU_4545	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales			
OTU_4556	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Mycenaceae	g:Panellus	s:Panellus_stypticus
OTU_4558	d:Fungi						
OTU_4548	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Phaeosphaeriaceae	g:Phaeosphaeriopsis	
OTU_4553	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariomycetes_Incertae_sedis	f:Sordariomycetes_Incertae_sedis	g:Myrmecridium	s:Myrmecridium_schulzeri
OTU_4559	d:Fungi						
OTU_4560	d:Fungi						
OTU_4555	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Trichocomaceae	g:Penicillium	s:Penicillium_raistrickii
OTU_4562	d:Fungi	p:Ascomycota					
OTU_4563	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Cantharellales	f:Ceratobasidiaceae	g:Ceratobasidium	
OTU_4566	d:Fungi						
OTU_4557	d:Fungi						
OTU_4565	d:Fungi	p:Basidiomycota	c:Agaricostilbomycetes	o:Agaricostilbales	f:Agaricostilbaceae	g:Bensingtonia	s:Bensingtonia_phyllada
OTU_4568	d:Fungi						
OTU_4569	d:Fungi						
OTU_4561	d:Fungi						
OTU_4567	d:Fungi	p:Ascomycota					
OTU_4570	d:Fungi						
OTU_4573	d:Fungi						
OTU_4564	d:Fungi						
OTU_4576	d:Fungi						
OTU_4574	d:Fungi						
OTU_4575	d:Fungi	p:Ascomycota					
OTU_4577	d:Fungi						
OTU_4571	d:Fungi						
OTU_4572	d:Fungi						
OTU_4581	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Cantharellales	f:Ceratobasidiaceae		
OTU_4583	d:Fungi						
OTU_4585	d:Fungi						
OTU_4580	d:Fungi						
OTU_4578	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae		
OTU_4588	d:Fungi						
OTU_4589	d:Fungi						
OTU_4587	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales			
OTU_4590	d:Fungi						
OTU_4582	d:Fungi						
OTU_4584	d:Fungi	p:Ascomycota	c:Sordariomycetes				
OTU_4579	d:Fungi						
OTU_4586	d:Fungi	p:Zygomycota	c:Mucoromycotina_Incertae_sedis	o:Mortierellales	f:Mortierellaceae	g:Mortierella	
OTU_4595	d:Fungi						
OTU_4591	d:Fungi	p:Ascomycota	c:Leotiomycetes				
OTU_4593	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Trichocomaceae	g:Neocarpenteles	s:Aspergillus_clavatus
OTU_4597	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Phaeosphaeriaceae		
OTU_4600	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Psathyrellaceae	g:Coprinellus	s:Coprinellus_xanthothrix
OTU_4598	d:Fungi						
OTU_4592	d:Fungi	p:Ascomycota					
OTU_4599	d:Fungi						
OTU_4603	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_4594	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales			
OTU_4605	d:Fungi	p:Ascomycota					
OTU_4607	d:Fungi						
OTU_4596	d:Fungi	p:Ascomycota					
OTU_4608	d:Fungi						
OTU_4604	d:Fungi	p:Basidiomycota	c:Agaricostilbomycetes	o:Agaricostilbales	f:Agaricostilbaceae	g:Bensingtonia	s:Bensingtonia_miscanthi
OTU_4609	d:Fungi						
OTU_4601	d:Fungi	p:Basidiomycota					
OTU_4610	d:Fungi						
OTU_4613	d:Fungi						
OTU_4612	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_4606	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	f:Mycosphaerellaceae		
OTU_4614	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Psathyrellaceae	g:Coprinellus	s:Coprinellus_angulatus
OTU_4602	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Bionectriaceae	g:Bionectria	s:Bionectria_ochroleuca
OTU_4615	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Meruliaceae	g:Phlebia	s:Phlebia_subochracea
OTU_4617	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_4611	d:Fungi	p:Ascomycota	c:Archaeorhizomycetes	o:Archaeorhizomycetales	f:Archaeorhizomycetaceae	g:Archaeorhizomyces	s:Archaeorhizomyces_finlayi
OTU_4618	d:Fungi						
OTU_4621	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Phaeosphaeriaceae		
OTU_4622	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Hyphodermataceae	g:Hyphoderma	
OTU_4619	d:Fungi						
OTU_4625	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Meruliaceae	g:Cylindrobasidium	s:Cylindrobasidium_laeve
OTU_4616	d:Fungi	p:Ascomycota	c:Pezizomycotina_Incertae_sedis	o:Pezizomycotina_Incertae_sedis	f:Pezizomycotina_Incertae_sedis	g:Dokmaia	s:Dokmaia_monthadangii
OTU_4626	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_4624	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariomycetidae_Incertae_sedis	f:Glomerellaceae	g:Glomerella	
OTU_4627	d:Fungi						
OTU_4629	d:Fungi						
OTU_4620	d:Fungi	p:Ascomycota					
OTU_4630	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Lycoperdaceae	g:Bovista	s:Bovista_plumbea
OTU_4631	d:Fungi						
OTU_4632	d:Fungi						
OTU_4623	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporales_Incertae_sedis	g:Clavariopsis	s:Clavariopsis_aquatica
OTU_4634	d:Fungi						
OTU_4633	d:Fungi	p:Ascomycota					
OTU_4636	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_4628	d:Fungi	p:Ascomycota					
OTU_4635	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Geastrales	f:Geastraceae	g:Geastrum	
OTU_4637	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_4642	d:Fungi						
OTU_4641	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporaceae	g:Pyrenophora	s:Drechslera_siccans
OTU_4643	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Erysiphales	f:Erysiphaceae	g:Erysiphe	
OTU_4644	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Didymellaceae	g:Leptosphaerulina	s:Leptosphaerulina_chartarum
OTU_4640	d:Fungi						
OTU_4647	d:Fungi	p:Ascomycota					
OTU_4638	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Lophiostomataceae	g:Herpotrichia	s:Herpotrichia_juniperi
OTU_4650	d:Fungi	p:Basidiomycota	c:Ustilaginomycotina_Incertae_sedis	o:Malasseziales	f:Malasseziales_Incertae_sedis	g:Malassezia	s:Malassezia_restricta
OTU_4648	d:Fungi	p:Ascomycota					
OTU_4639	d:Fungi	p:Ascomycota					
OTU_4646	d:Fungi						
OTU_4651	d:Fungi						
OTU_4645	d:Fungi	p:Ascomycota					
OTU_4653	d:Fungi						
OTU_4654	d:Fungi						
OTU_4656	d:Fungi	p:Basidiomycota					
OTU_4655	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Pluteaceae	g:Pluteus	s:Pluteus_petasatus
OTU_4660	d:Fungi						
OTU_4649	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	f:Mycosphaerellaceae		
OTU_4658	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Trichocomaceae	g:Penicillium	s:Penicillium_ramulosum
OTU_4662	d:Fungi						
OTU_4652	d:Fungi	p:Ascomycota	c:Saccharomycetes	o:Saccharomycetales	f:Pichiaceae	g:Pichia	
OTU_4664	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Leptosphaeriaceae	g:Neosetophoma	s:Neosetophoma_samarorum
OTU_4659	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Xylariales	f:Xylariaceae		
OTU_4657	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Xylariales	f:Xylariaceae	g:Daldinia	
OTU_4661	d:Fungi						
OTU_4667	d:Fungi						
OTU_4666	d:Fungi						
OTU_4665	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Didymellaceae		
OTU_4668	d:Fungi	p:Ascomycota	c:Sordariomycetes				
OTU_4670	d:Fungi	p:Zygomycota	c:Kickxellomycotina_Incertae_sedis	o:Kickxellales	f:Kickxellaceae	g:Ramicandelaber	s:Ramicandelaber_sp_HMH_2010b
OTU_4671	d:Fungi						
OTU_4673	d:Fungi						
OTU_4674	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Leptosphaeriaceae		
OTU_4675	d:Fungi						
OTU_4676	d:Fungi						
OTU_4663	d:Fungi	p:Ascomycota					
OTU_4677	d:Fungi						
OTU_4669	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleomassariaceae	g:Helminthosporium	s:Helminthosporium_velutinum
OTU_4678	d:Fungi						
OTU_4672	d:Fungi	p:Ascomycota	c:Sordariomycetes				
OTU_4679	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_4680	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Leptosphaeriaceae		
OTU_4684	d:Fungi						
OTU_4683	d:Fungi						
OTU_4686	d:Fungi						
OTU_4687	d:Fungi						
OTU_4681	d:Fungi						
OTU_4689	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Myriangiales	f:Elsinoaceae	g:Elsinoe	
OTU_4691	d:Fungi						
OTU_4690	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Polyporaceae	g:Laetiporus	s:Laetiporus_cincinnatus
OTU_4682	d:Fungi	p:Ascomycota					
OTU_4694	d:Fungi	p:Zygomycota	c:Mucoromycotina_Incertae_sedis	o:Mucorales	f:Choanephoraceae	g:Choanephora	s:Choanephora_infundibulifera_f_cucurbitarum
OTU_4692	d:Fungi	p:Ascomycota					
OTU_4685	d:Fungi	p:Ascomycota					
OTU_4695	d:Fungi	p:Basidiomycota	c:Microbotryomycetes	o:Leucosporidiales	f:Leucosporidiaceae		
OTU_4696	d:Fungi						
OTU_4697	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_4698	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales			
OTU_4700	d:Fungi	p:Ascomycota					
OTU_4693	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	f:Mycosphaerellaceae		
OTU_4701	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales			
OTU_4705	d:Fungi						
OTU_4707	d:Fungi						
OTU_4703	d:Fungi	p:Basidiomycota	c:Agaricostilbomycetes	o:Agaricostilbales	f:Agaricostilbaceae	g:Bensingtonia	s:Bensingtonia_yuccicola
OTU_4702	d:Fungi	p:Basidiomycota					
OTU_4699	d:Fungi	p:Ascomycota					
OTU_4708	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Russulales	f:Peniophoraceae		
OTU_4688	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Trichosporonales	f:Trichosporonaceae	g:Asterotremella	s:Asterotremella_pseudolonga
OTU_4704	d:Fungi						
OTU_4709	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Hypocreaceae	g:Hypocrea	s:Hypocrea_spinulosa
OTU_4706	d:Fungi	p:Basidiomycota					
OTU_4712	d:Fungi	p:Ascomycota					
OTU_4711	d:Fungi						
OTU_4714	d:Fungi						
OTU_4716	d:Fungi						
OTU_4715	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Ganodermataceae	g:Ganoderma	
OTU_4717	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Meripilaceae	g:Rigidoporus	s:Rigidoporus_crocatus
OTU_4713	d:Fungi						
OTU_4710	d:Fungi						
OTU_4721	d:Fungi						
OTU_4723	d:Fungi						
OTU_4719	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Clavicipitaceae	g:Cordyceps	s:Cordyceps_pseudomilitaris
OTU_4724	d:Fungi						
OTU_4725	d:Fungi	p:Ascomycota	c:Pezizomycetes	o:Pezizales	f:Pyronemataceae	g:Scutellinia	
OTU_4726	d:Fungi						
OTU_4727	d:Fungi						
OTU_4722	d:Fungi	p:Ascomycota					
OTU_4720	d:Fungi	p:Basidiomycota	c:Exobasidiomycetes	o:Exobasidiales	f:Exobasidiaceae	g:Exobasidium	
OTU_4718	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Lophiostomataceae	g:Lophiostoma	
OTU_4728	d:Fungi						
OTU_4730	d:Fungi						
OTU_4731	d:Fungi						
OTU_4734	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Leptosphaeriaceae		
OTU_4735	d:Fungi						
OTU_4729	d:Fungi						
OTU_4732	d:Fungi	p:Ascomycota	c:Lecanoromycetes	o:Lecanorales	f:Ramalinaceae	g:Lecania	s:Lecania_naegelii
OTU_4737	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_4739	d:Fungi						
OTU_4738	d:Fungi						
OTU_4740	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Xylariales			
OTU_4742	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales			
OTU_4736	d:Fungi	p:Ascomycota					
OTU_4733	d:Fungi	p:Basidiomycota					
OTU_4748	d:Fungi						
OTU_4747	d:Fungi						
OTU_4741	d:Fungi	p:Zygomycota	c:Mucoromycotina_Incertae_sedis	o:Mortierellales	f:Mortierellaceae	g:Mortierella	
OTU_4743	d:Fungi						
OTU_4749	d:Fungi						
OTU_4751	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_4752	d:Fungi						
OTU_4746	d:Fungi	p:Ascomycota					
OTU_4754	d:Fungi						
OTU_4753	d:Fungi	p:Ascomycota					
OTU_4744	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae	g:Rhizophagus	
OTU_4756	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Trechisporales	f:Hydnodontaceae	g:Trechispora	s:Trechispora_sp
OTU_4745	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae		
OTU_4750	d:Fungi	p:Ascomycota					
OTU_4759	d:Fungi						
OTU_4755	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Diaporthales	f:Diaporthaceae	g:Diaporthe	
OTU_4760	d:Fungi						
OTU_4757	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_4762	d:Fungi	p:Ascomycota					
OTU_4758	d:Fungi						
OTU_4764	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Didymellaceae		
OTU_4768	d:Fungi						
OTU_4767	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporaceae	g:Lewia	
OTU_4766	d:Fungi						
OTU_4770	d:Fungi						
OTU_4769	d:Fungi						
OTU_4761	d:Fungi						
OTU_4771	d:Fungi						
OTU_4763	d:Fungi						
OTU_4774	d:Fungi						
OTU_4773	d:Fungi						
OTU_4775	d:Fungi						
OTU_4776	d:Fungi						
